Gene	Gene name
ENSG00000157470	FAM81A
ENSG00000157500	APPL1
ENSG00000157514	TSC22D3
ENSG00000157538	DSCR3
ENSG00000157540	DYRK1A
ENSG00000157551	KCNJ15
ENSG00000157554	ERG
ENSG00000157557	ETS2
ENSG00000157578	LCA5L
ENSG00000157593	SLC35B2
ENSG00000157600	TMEM164
ENSG00000157601	MX1
ENSG00000157613	CREB3L1
ENSG00000157617	C2CD2
ENSG00000157625	TAB3
ENSG00000157637	SLC38A10
ENSG00000157653	C9orf43
ENSG00000157657	ZNF618
ENSG00000157680	DGKI
ENSG00000157693	TMEM268
ENSG00000157734	SNX22
ENSG00000157741	UBN2
ENSG00000157764	BRAF
ENSG00000157796	WDR19
ENSG00000157800	SLC37A3
ENSG00000157823	AP3S2
ENSG00000157827	FMNL2
ENSG00000157833	GAREM2
ENSG00000157837	SPPL3
ENSG00000157851	DPYSL5
ENSG00000157870	FAM213B
ENSG00000157873	TNFRSF14
ENSG00000157881	PANK4
ENSG00000157895	C12orf43
ENSG00000157911	PEX10
ENSG00000157916	RER1
ENSG00000157927	RADIL
ENSG00000157933	SKI
ENSG00000157954	WIPI2
ENSG00000157978	LDLRAP1
ENSG00000157992	KRTCAP3
ENSG00000158014	SLC30A2
ENSG00000158019	BRE
ENSG00000158023	WDR66
ENSG00000158042	MRPL17
ENSG00000158050	DUSP2
ENSG00000158055	GRHL3
ENSG00000158062	UBXN11
ENSG00000158077	NLRP14
ENSG00000158079	PTPDC1
ENSG00000158089	GALNT14
ENSG00000158092	NCK1
ENSG00000158104	HPD
ENSG00000158106	RHPN1
ENSG00000158109	TPRG1L
ENSG00000158113	LRRC43
ENSG00000158125	XDH
ENSG00000158156	XKR8
ENSG00000158158	CNNM4
ENSG00000158161	EYA3
ENSG00000158163	DZIP1L
ENSG00000158169	FANCC
ENSG00000158195	WASF2
ENSG00000158201	ABHD3
ENSG00000158234	FAIM
ENSG00000158258	CLSTN2
ENSG00000158270	COLEC12
ENSG00000158286	RNF207
ENSG00000158290	CUL4B
ENSG00000158296	SLC13A3
ENSG00000158301	GPRASP2
ENSG00000158321	AUTS2
ENSG00000158373	HIST1H2BD
ENSG00000158402	CDC25C
ENSG00000158411	MITD1
ENSG00000158417	EIF5B
ENSG00000158423	RIBC1
ENSG00000158435	CNOT11
ENSG00000158457	TSPAN33
ENSG00000158458	NRG2
ENSG00000158467	AHCYL2
ENSG00000158473	CD1D
ENSG00000158480	SPATA2
ENSG00000158486	DNAH3
ENSG00000158525	CPA5
ENSG00000158526	TSR2
ENSG00000158528	PPP1R9A
ENSG00000158545	ZC3H18
ENSG00000158552	ZFAND2B
ENSG00000158555	GDPD5
ENSG00000158615	PPP1R15B
ENSG00000158636	EMSY
ENSG00000158639	PAGE5
ENSG00000158691	ZSCAN12
ENSG00000158710	TAGLN2
ENSG00000158711	ELK4
ENSG00000158715	SLC45A3
ENSG00000158716	DUSP23
ENSG00000158717	RNF166
ENSG00000158769	F11R
ENSG00000158773	USF1
ENSG00000158792	SPATA2L
ENSG00000158796	DEDD
ENSG00000158805	ZNF276
ENSG00000158806	NPM2
ENSG00000158813	EDA
ENSG00000158816	VWA5B1
ENSG00000158825	CDA
ENSG00000158850	B4GALT3
ENSG00000158859	ADAMTS4
ENSG00000158863	FAM160B2
ENSG00000158864	NDUFS2
ENSG00000158865	SLC5A11
ENSG00000158941	CCAR2
ENSG00000158966	CACHD1
ENSG00000158987	RAPGEF6
ENSG00000159023	EPB41
ENSG00000159055	MIS18A
ENSG00000159063	ALG8
ENSG00000159069	FBXW5
ENSG00000159079	C21orf59
ENSG00000159082	SYNJ1
ENSG00000159086	PAXBP1
ENSG00000159111	MRPL10
ENSG00000159128	IFNGR2
ENSG00000159131	GART
ENSG00000159140	SON
ENSG00000159147	DONSON
ENSG00000159164	SV2A
ENSG00000159166	LAD1
ENSG00000159173	TNNI1
ENSG00000159184	HOXB13
ENSG00000159189	C1QC
ENSG00000159200	RCAN1
ENSG00000159202	UBE2Z
ENSG00000159208	CIART
ENSG00000159210	SNF8
ENSG00000159214	CCDC24
ENSG00000159216	RUNX1
ENSG00000159217	IGF2BP1
ENSG00000159228	CBR1
ENSG00000159231	CBR3
ENSG00000159256	MORC3
ENSG00000159259	CHAF1B
ENSG00000159261	CLDN14
ENSG00000159263	SIM2
ENSG00000159267	HLCS
ENSG00000159314	ARHGAP27
ENSG00000159322	ADPGK
ENSG00000159335	PTMS
ENSG00000159348	CYB5R1
ENSG00000159352	PSMD4
ENSG00000159374	M1AP
ENSG00000159377	PSMB4
ENSG00000159387	IRX6
ENSG00000159388	BTG2
ENSG00000159403	C1R
ENSG00000159409	CELF3
ENSG00000159433	STARD9
ENSG00000159459	UBR1
ENSG00000159461	AMFR
ENSG00000159479	MED8
ENSG00000159496	RGL4
ENSG00000159556	ISL2
ENSG00000159592	GPBP1L1
ENSG00000159593	NAE1
ENSG00000159596	TMEM69
ENSG00000159618	ADGRG5
ENSG00000159640	ACE
ENSG00000159658	EFCAB14
ENSG00000159674	SPON2
ENSG00000159685	CHCHD6
ENSG00000159692	CTBP1
ENSG00000159713	TPPP3
ENSG00000159714	ZDHHC1
ENSG00000159733	ZFYVE28
ENSG00000159784	FAM131B
ENSG00000159788	RGS12
ENSG00000159792	PSKH1
ENSG00000159840	ZYX
ENSG00000159842	ABR
ENSG00000159871	LYPD5
ENSG00000159873	CCDC117
ENSG00000159882	ZNF230
ENSG00000159884	CCDC107
ENSG00000159885	ZNF222
ENSG00000159905	ZNF221
ENSG00000159915	ZNF233
ENSG00000159917	ZNF235
ENSG00000159921	GNE
ENSG00000159958	TNFRSF13C
ENSG00000160007	ARHGAP35
ENSG00000160049	DFFA
ENSG00000160051	IQCC
ENSG00000160055	TMEM234
ENSG00000160058	BSDC1
ENSG00000160062	ZBTB8A
ENSG00000160072	ATAD3B
ENSG00000160075	SSU72
ENSG00000160094	ZNF362
ENSG00000160117	ANKLE1
ENSG00000160124	CCDC58
ENSG00000160145	KALRN
ENSG00000160179	ABCG1
ENSG00000160180	TFF3
ENSG00000160185	UBASH3A
ENSG00000160188	RSPH1
ENSG00000160191	PDE9A
ENSG00000160193	WDR4
ENSG00000160194	NDUFV3
ENSG00000160199	PKNOX1
ENSG00000160200	CBS
ENSG00000160201	U2AF1
ENSG00000160202	CRYAA
ENSG00000160207	HSF2BP
ENSG00000160208	RRP1B
ENSG00000160209	PDXK
ENSG00000160211	G6PD
ENSG00000160213	CSTB
ENSG00000160214	RRP1
ENSG00000160221	C21orf33
ENSG00000160223	ICOSLG
ENSG00000160226	C21orf2
ENSG00000160255	ITGB2
ENSG00000160256	FAM207A
ENSG00000160271	RALGDS
ENSG00000160282	FTCD
ENSG00000160284	SPATC1L
ENSG00000160285	LSS
ENSG00000160293	VAV2
ENSG00000160294	MCM3AP
ENSG00000160298	C21orf58
ENSG00000160299	PCNT
ENSG00000160305	DIP2A
ENSG00000160307	S100B
ENSG00000160310	PRMT2
ENSG00000160318	CLDND2
ENSG00000160325	CACFD1
ENSG00000160345	C9orf116
ENSG00000160360	GPSM1
ENSG00000160392	C19orf47
ENSG00000160401	CFAP157
ENSG00000160408	ST6GALNAC6
ENSG00000160410	SHKBP1
ENSG00000160439	RDH13
ENSG00000160445	ZER1
ENSG00000160446	ZDHHC12
ENSG00000160447	PKN3
ENSG00000160460	SPTBN4
ENSG00000160469	BRSK1
ENSG00000160471	COX6B2
ENSG00000160539	PLPP7
ENSG00000160551	TAOK1
ENSG00000160563	MED27
ENSG00000160570	DEDD2
ENSG00000160584	SIK3
ENSG00000160588	MPZL3
ENSG00000160613	PCSK7
ENSG00000160633	SAFB
ENSG00000160679	CHTOP
ENSG00000160685	ZBTB7B
ENSG00000160688	FLAD1
ENSG00000160691	SHC1
ENSG00000160695	VPS11
ENSG00000160703	NLRX1
ENSG00000160710	ADAR
ENSG00000160714	UBE2Q1
ENSG00000160741	CRTC2
ENSG00000160752	FDPS
ENSG00000160753	RUSC1
ENSG00000160767	FAM189B
ENSG00000160781	PAQR6
ENSG00000160783	PMF1
ENSG00000160785	SLC25A44
ENSG00000160799	CCDC12
ENSG00000160803	UBQLN4
ENSG00000160808	MYL3
ENSG00000160813	PPP1R35
ENSG00000160818	GPATCH4
ENSG00000160868	CYP3A4
ENSG00000160870	CYP3A7
ENSG00000160877	NACC1
ENSG00000160886	LY6K
ENSG00000160888	IER2
ENSG00000160908	ZNF394
ENSG00000160917	CPSF4
ENSG00000160949	TONSL
ENSG00000160953	MUM1
ENSG00000160957	RECQL4
ENSG00000160959	LRRC14
ENSG00000160961	ZNF333
ENSG00000160963	COL26A1
ENSG00000160972	PPP1R16A
ENSG00000160991	ORAI2
ENSG00000160999	SH2B2
ENSG00000161010	MRNIP
ENSG00000161011	SQSTM1
ENSG00000161016	RPL8
ENSG00000161021	MAML1
ENSG00000161031	PGLYRP2
ENSG00000161036	LRWD1
ENSG00000161048	NAPEPLD
ENSG00000161057	PSMC2
ENSG00000161091	MFSD12
ENSG00000161179	YDJC
ENSG00000161202	DVL3
ENSG00000161203	AP2M1
ENSG00000161204	ABCF3
ENSG00000161217	PCYT1A
ENSG00000161243	FBXO27
ENSG00000161249	DMKN
ENSG00000161265	U2AF1L4
ENSG00000161267	BDH1
ENSG00000161277	THAP8
ENSG00000161298	ZNF382
ENSG00000161395	PGAP3
ENSG00000161405	IKZF3
ENSG00000161513	FDXR
ENSG00000161526	SAP30BP
ENSG00000161533	ACOX1
ENSG00000161542	PRPSAP1
ENSG00000161544	CYGB
ENSG00000161547	SRSF2
ENSG00000161551	ZNF577
ENSG00000161558	TMEM143
ENSG00000161618	ALDH16A1
ENSG00000161642	ZNF385A
ENSG00000161647	MPP3
ENSG00000161653	NAGS
ENSG00000161654	LSM12
ENSG00000161664	ASB16
ENSG00000161681	SHANK1
ENSG00000161692	DBF4B
ENSG00000161714	PLCD3
ENSG00000161791	FMNL3
ENSG00000161798	AQP5
ENSG00000161800	RACGAP1
ENSG00000161813	LARP4
ENSG00000161835	GRASP
ENSG00000161847	RAVER1
ENSG00000161860	SYCE2
ENSG00000161888	SPC24
ENSG00000161896	IP6K3
ENSG00000161904	LEMD2
ENSG00000161914	ZNF653
ENSG00000161920	MED11
ENSG00000161921	CXCL16
ENSG00000161939	RNASEK-C17orf49
ENSG00000161940	BCL6B
ENSG00000161944	ASGR2
ENSG00000161956	SENP3
ENSG00000161958	FGF11
ENSG00000161960	EIF4A1
ENSG00000161970	RPL26
ENSG00000161980	POLR3K
ENSG00000161981	SNRNP25
ENSG00000161996	WDR90
ENSG00000162009	SSTR5
ENSG00000162032	SPSB3
ENSG00000162039	MEIOB
ENSG00000162062	C16orf59
ENSG00000162063	CCNF
ENSG00000162065	TBC1D24
ENSG00000162066	AMDHD2
ENSG00000162069	BICDL2
ENSG00000162073	PAQR4
ENSG00000162076	FLYWCH2
ENSG00000162078	ZG16B
ENSG00000162086	ZNF75A
ENSG00000162104	ADCY9
ENSG00000162139	NEU3
ENSG00000162174	ASRGL1
ENSG00000162191	UBXN1
ENSG00000162194	LBHD1
ENSG00000162222	TTC9C
ENSG00000162227	TAF6L
ENSG00000162231	NXF1
ENSG00000162236	STX5
ENSG00000162241	SLC25A45
ENSG00000162244	RPL29
ENSG00000162298	SYVN1
ENSG00000162300	ZFPL1
ENSG00000162302	RPS6KA4
ENSG00000162341	TPCN2
ENSG00000162366	PDZK1IP1
ENSG00000162367	TAL1
ENSG00000162368	CMPK1
ENSG00000162374	ELAVL4
ENSG00000162377	COA7
ENSG00000162378	ZYG11B
ENSG00000162384	C1orf123
ENSG00000162385	MAGOH
ENSG00000162390	ACOT11
ENSG00000162391	FAM151A
ENSG00000162396	PARS2
ENSG00000162402	USP24
ENSG00000162407	PLPP3
ENSG00000162408	NOL9
ENSG00000162409	PRKAA2
ENSG00000162413	KLHL21
ENSG00000162415	ZSWIM5
ENSG00000162419	GMEB1
ENSG00000162430	SELENON
ENSG00000162433	AK4
ENSG00000162437	RAVER2
ENSG00000162441	LZIC
ENSG00000162444	RBP7
ENSG00000162458	FBLIM1
ENSG00000162460	TMEM82
ENSG00000162461	SLC25A34
ENSG00000162482	AKR7A3
ENSG00000162496	DHRS3
ENSG00000162511	LAPTM5
ENSG00000162512	SDC3
ENSG00000162517	PEF1
ENSG00000162520	SYNC
ENSG00000162521	RBBP4
ENSG00000162522	KIAA1522
ENSG00000162526	TSSK3
ENSG00000162542	TMCO4
ENSG00000162543	UBXN10
ENSG00000162551	ALPL
ENSG00000162552	WNT4
ENSG00000162572	SCNN1D
ENSG00000162576	MXRA8
ENSG00000162585	FAAP20
ENSG00000162591	MEGF6
ENSG00000162595	DIRAS3
ENSG00000162599	NFIA
ENSG00000162600	OMA1
ENSG00000162601	MYSM1
ENSG00000162604	TM2D1
ENSG00000162607	USP1
ENSG00000162613	FUBP1
ENSG00000162616	DNAJB4
ENSG00000162620	LRRIQ3
ENSG00000162623	TYW3
ENSG00000162624	LHX8
ENSG00000162627	SNX7
ENSG00000162631	NTNG1
ENSG00000162636	FAM102B
ENSG00000162639	HENMT1
ENSG00000162642	C1orf52
ENSG00000162645	GBP2
ENSG00000162650	ATXN7L2
ENSG00000162654	GBP4
ENSG00000162664	ZNF326
ENSG00000162669	HFM1
ENSG00000162687	KCNT2
ENSG00000162688	AGL
ENSG00000162692	VCAM1
ENSG00000162694	EXTL2
ENSG00000162695	SLC30A7
ENSG00000162702	ZNF281
ENSG00000162704	ARPC5
ENSG00000162714	ZNF496
ENSG00000162733	DDR2
ENSG00000162734	PEA15
ENSG00000162735	PEX19
ENSG00000162736	NCSTN
ENSG00000162745	OLFML2B
ENSG00000162746	FCRLB
ENSG00000162755	KLHDC9
ENSG00000162757	C1orf74
ENSG00000162761	LMX1A
ENSG00000162769	FLVCR1
ENSG00000162772	ATF3
ENSG00000162775	RBM15
ENSG00000162777	DENND2D
ENSG00000162783	IER5
ENSG00000162813	BPNT1
ENSG00000162814	SPATA17
ENSG00000162819	BROX
ENSG00000162825	NBPF20
ENSG00000162849	KIF26B
ENSG00000162851	TFB2M
ENSG00000162852	CNST
ENSG00000162869	PPP1R21
ENSG00000162885	B3GALNT2
ENSG00000162889	MAPKAPK2
ENSG00000162894	FCMR
ENSG00000162909	CAPN2
ENSG00000162910	MRPL55
ENSG00000162923	WDR26
ENSG00000162927	PUS10
ENSG00000162928	PEX13
ENSG00000162929	KIAA1841
ENSG00000162931	TRIM17
ENSG00000162946	DISC1
ENSG00000162949	CAPN13
ENSG00000162959	MEMO1
ENSG00000162961	DPY30
ENSG00000162971	TYW5
ENSG00000162972	MAIP1
ENSG00000162975	KCNF1
ENSG00000162976	PQLC3
ENSG00000162981	FAM84A
ENSG00000162994	CLHC1
ENSG00000162999	DUSP19
ENSG00000163002	NUP35
ENSG00000163006	CCDC138
ENSG00000163013	FBXO41
ENSG00000163026	WDCP
ENSG00000163029	SMC6
ENSG00000163040	CCDC74A
ENSG00000163041	H3F3A
ENSG00000163050	COQ8A
ENSG00000163053	SLC16A14
ENSG00000163060	TEKT4
ENSG00000163064	EN1
ENSG00000163069	SGCB
ENSG00000163072	NOSTRIN
ENSG00000163092	XIRP2
ENSG00000163104	SMARCAD1
ENSG00000163110	PDLIM5
ENSG00000163114	PDHA2
ENSG00000163125	RPRD2
ENSG00000163126	ANKRD23
ENSG00000163131	CTSS
ENSG00000163132	MSX1
ENSG00000163138	PACRGL
ENSG00000163141	BNIPL
ENSG00000163145	C1QTNF7
ENSG00000163154	TNFAIP8L2
ENSG00000163155	LYSMD1
ENSG00000163156	SCNM1
ENSG00000163159	VPS72
ENSG00000163161	ERCC3
ENSG00000163162	RNF149
ENSG00000163166	IWS1
ENSG00000163171	CDC42EP3
ENSG00000163207	IVL
ENSG00000163214	DHX57
ENSG00000163218	PGLYRP4
ENSG00000163219	ARHGAP25
ENSG00000163220	S100A9
ENSG00000163235	TGFA
ENSG00000163239	TDRD10
ENSG00000163249	CCNYL1
ENSG00000163257	DCAF16
ENSG00000163281	GNPDA2
ENSG00000163283	ALPP
ENSG00000163286	ALPPL2
ENSG00000163293	NIPAL1
ENSG00000163295	ALPI
ENSG00000163312	HELQ
ENSG00000163320	CGGBP1
ENSG00000163322	FAM175A
ENSG00000163328	GPR155
ENSG00000163331	DAPL1
ENSG00000163346	PBXIP1
ENSG00000163348	PYGO2
ENSG00000163349	HIPK1
ENSG00000163374	YY1AP1
ENSG00000163378	EOGT
ENSG00000163382	NAXE
ENSG00000163395	IGFN1
ENSG00000163412	EIF4E3
ENSG00000163428	LRRC58
ENSG00000163430	FSTL1
ENSG00000163431	LMOD1
ENSG00000163435	ELF3
ENSG00000163444	TMEM183A
ENSG00000163449	TMEM169
ENSG00000163453	IGFBP7
ENSG00000163462	TRIM46
ENSG00000163466	ARPC2
ENSG00000163467	TSACC
ENSG00000163468	CCT3
ENSG00000163472	TMEM79
ENSG00000163481	RNF25
ENSG00000163482	STK36
ENSG00000163485	ADORA1
ENSG00000163491	NEK10
ENSG00000163492	CCDC141
ENSG00000163497	FEV
ENSG00000163507	KIAA1524
ENSG00000163510	CWC22
ENSG00000163513	TGFBR2
ENSG00000163516	ANKZF1
ENSG00000163520	FBLN2
ENSG00000163527	STT3B
ENSG00000163528	CHCHD4
ENSG00000163530	DPPA2
ENSG00000163535	SGO2
ENSG00000163536	SERPINI1
ENSG00000163539	CLASP2
ENSG00000163541	SUCLG1
ENSG00000163545	NUAK2
ENSG00000163558	PRKCI
ENSG00000163563	MNDA
ENSG00000163565	IFI16
ENSG00000163568	AIM2
ENSG00000163576	EFHB
ENSG00000163577	EIF5A2
ENSG00000163581	SLC2A2
ENSG00000163584	RPL22L1
ENSG00000163586	FABP1
ENSG00000163590	PPM1L
ENSG00000163596	ICA1L
ENSG00000163602	RYBP
ENSG00000163605	PPP4R2
ENSG00000163606	CD200R1
ENSG00000163607	GTPBP8
ENSG00000163608	NEPRO
ENSG00000163611	SPICE1
ENSG00000163617	CCDC191
ENSG00000163618	CADPS
ENSG00000163623	NKX6-1
ENSG00000163624	CDS1
ENSG00000163625	WDFY3
ENSG00000163629	PTPN13
ENSG00000163631	ALB
ENSG00000163633	C4orf36
ENSG00000163634	THOC7
ENSG00000163635	ATXN7
ENSG00000163636	PSMD6
ENSG00000163637	PRICKLE2
ENSG00000163638	ADAMTS9
ENSG00000163644	PPM1K
ENSG00000163655	GMPS
ENSG00000163659	TIPARP
ENSG00000163660	CCNL1
ENSG00000163666	HESX1
ENSG00000163681	SLMAP
ENSG00000163682	RPL9
ENSG00000163684	RPP14
ENSG00000163686	ABHD6
ENSG00000163689	C3orf67
ENSG00000163694	RBM47
ENSG00000163697	APBB2
ENSG00000163703	CRELD1
ENSG00000163704	PRRT3
ENSG00000163710	PCOLCE2
ENSG00000163714	U2SURP
ENSG00000163728	TTC14
ENSG00000163743	RCHY1
ENSG00000163754	GYG1
ENSG00000163755	HPS3
ENSG00000163762	TM4SF18
ENSG00000163781	TOPBP1
ENSG00000163785	RYK
ENSG00000163788	SNRK
ENSG00000163794	UCN
ENSG00000163798	SLC4A1AP
ENSG00000163803	PLB1
ENSG00000163806	SPDYA
ENSG00000163807	KIAA1143
ENSG00000163812	ZDHHC3
ENSG00000163818	LZTFL1
ENSG00000163820	FYCO1
ENSG00000163825	RTP3
ENSG00000163832	ELP6
ENSG00000163840	DTX3L
ENSG00000163848	ZNF148
ENSG00000163864	NMNAT3
ENSG00000163866	SMIM12
ENSG00000163867	ZMYM6
ENSG00000163870	TPRA1
ENSG00000163872	YEATS2
ENSG00000163874	ZC3H12A
ENSG00000163877	SNIP1
ENSG00000163882	POLR2H
ENSG00000163888	CAMK2N2
ENSG00000163900	TMEM41A
ENSG00000163902	RPN1
ENSG00000163904	SENP2
ENSG00000163909	HEYL
ENSG00000163913	IFT122
ENSG00000163918	RFC4
ENSG00000163930	BAP1
ENSG00000163931	TKT
ENSG00000163932	PRKCD
ENSG00000163933	RFT1
ENSG00000163935	SFMBT1
ENSG00000163938	GNL3
ENSG00000163939	PBRM1
ENSG00000163945	UVSSA
ENSG00000163946	FAM208A
ENSG00000163947	ARHGEF3
ENSG00000163950	SLBP
ENSG00000163956	LRPAP1
ENSG00000163960	UBXN7
ENSG00000163961	RNF168
ENSG00000163964	PIGX
ENSG00000163993	S100P
ENSG00000163995	ABLIM2
ENSG00000164002	EXO5
ENSG00000164011	ZNF691
ENSG00000164022	AIMP1
ENSG00000164024	METAP1
ENSG00000164032	H2AFZ
ENSG00000164037	SLC9B1
ENSG00000164038	SLC9B2
ENSG00000164039	BDH2
ENSG00000164040	PGRMC2
ENSG00000164045	CDC25A
ENSG00000164048	ZNF589
ENSG00000164051	CCDC51
ENSG00000164053	ATRIP
ENSG00000164056	SPRY1
ENSG00000164062	APEH
ENSG00000164066	INTU
ENSG00000164068	RNF123
ENSG00000164070	HSPA4L
ENSG00000164073	MFSD8
ENSG00000164074	ABHD18
ENSG00000164076	CAMKV
ENSG00000164077	MON1A
ENSG00000164078	MST1R
ENSG00000164080	RAD54L2
ENSG00000164081	TEX264
ENSG00000164088	PPM1M
ENSG00000164089	ETNPPL
ENSG00000164091	WDR82
ENSG00000164093	PITX2
ENSG00000164096	C4orf3
ENSG00000164099	PRSS12
ENSG00000164104	HMGB2
ENSG00000164105	SAP30
ENSG00000164107	HAND2
ENSG00000164109	MAD2L1
ENSG00000164111	ANXA5
ENSG00000164116	GUCY1A3
ENSG00000164117	FBXO8
ENSG00000164120	HPGD
ENSG00000164122	ASB5
ENSG00000164124	TMEM144
ENSG00000164125	FAM198B
ENSG00000164128	NPY1R
ENSG00000164134	NAA15
ENSG00000164136	IL15
ENSG00000164142	FAM160A1
ENSG00000164144	ARFIP1
ENSG00000164151	ICE1
ENSG00000164161	HHIP
ENSG00000164162	ANAPC10
ENSG00000164163	ABCE1
ENSG00000164164	OTUD4
ENSG00000164167	LSM6
ENSG00000164168	TMEM184C
ENSG00000164169	PRMT9
ENSG00000164171	ITGA2
ENSG00000164172	MOCS2
ENSG00000164182	NDUFAF2
ENSG00000164187	LMBRD2
ENSG00000164188	RANBP3L
ENSG00000164190	NIPBL
ENSG00000164197	RNF180
ENSG00000164199	ADGRV1
ENSG00000164209	SLC25A46
ENSG00000164211	STARD4
ENSG00000164219	PGGT1B
ENSG00000164221	CCDC112
ENSG00000164236	ANKRD33B
ENSG00000164241	C5orf63
ENSG00000164244	PRRC1
ENSG00000164251	F2RL1
ENSG00000164253	WDR41
ENSG00000164258	NDUFS4
ENSG00000164284	GRPEL2
ENSG00000164291	ARSK
ENSG00000164292	RHOBTB3
ENSG00000164294	GPX8
ENSG00000164296	TIGD6
ENSG00000164300	SERINC5
ENSG00000164303	ENPP6
ENSG00000164305	CASP3
ENSG00000164306	PRIMPOL
ENSG00000164307	ERAP1
ENSG00000164308	ERAP2
ENSG00000164323	CFAP97
ENSG00000164327	RICTOR
ENSG00000164329	PAPD4
ENSG00000164330	EBF1
ENSG00000164331	ANKRA2
ENSG00000164332	UBLCP1
ENSG00000164338	UTP15
ENSG00000164346	NSA2
ENSG00000164362	TERT
ENSG00000164366	CCDC127
ENSG00000164379	FOXQ1
ENSG00000164400	CSF2
ENSG00000164402	SEPT8
ENSG00000164403	SHROOM1
ENSG00000164405	UQCRQ
ENSG00000164430	MB21D1
ENSG00000164438	TLX3
ENSG00000164442	CITED2
ENSG00000164458	T
ENSG00000164463	CREBRF
ENSG00000164466	SFXN1
ENSG00000164494	PDSS2
ENSG00000164506	STXBP5
ENSG00000164509	IL31RA
ENSG00000164520	RAET1E
ENSG00000164535	DAGLB
ENSG00000164542	KIAA0895
ENSG00000164543	STK17A
ENSG00000164548	TRA2A
ENSG00000164574	GALNT10
ENSG00000164576	SAP30L
ENSG00000164587	RPS14
ENSG00000164597	COG5
ENSG00000164603	BMT2
ENSG00000164609	SLU7
ENSG00000164610	RP9
ENSG00000164611	PTTG1
ENSG00000164615	CAMLG
ENSG00000164620	RELL2
ENSG00000164626	KCNK5
ENSG00000164627	KIF6
ENSG00000164631	ZNF12
ENSG00000164638	SLC29A4
ENSG00000164645	C7orf62
ENSG00000164649	CDCA7L
ENSG00000164651	SP8
ENSG00000164654	MIOS
ENSG00000164659	KIAA1324L
ENSG00000164674	SYTL3
ENSG00000164675	IQUB
ENSG00000164683	HEY1
ENSG00000164684	ZNF704
ENSG00000164687	FABP5
ENSG00000164692	COL1A2
ENSG00000164694	FNDC1
ENSG00000164708	PGAM2
ENSG00000164715	LMTK2
ENSG00000164733	CTSB
ENSG00000164736	SOX17
ENSG00000164741	DLC1
ENSG00000164742	ADCY1
ENSG00000164743	C8orf48
ENSG00000164744	SUN3
ENSG00000164751	PEX2
ENSG00000164754	RAD21
ENSG00000164758	MED30
ENSG00000164764	SBSPON
ENSG00000164778	EN2
ENSG00000164808	SPIDR
ENSG00000164815	ORC5
ENSG00000164818	DNAAF5
ENSG00000164823	OSGIN2
ENSG00000164828	SUN1
ENSG00000164830	OXR1
ENSG00000164841	TMEM74
ENSG00000164853	UNCX
ENSG00000164855	TMEM184A
ENSG00000164880	INTS1
ENSG00000164885	CDK5
ENSG00000164889	SLC4A2
ENSG00000164896	FASTK
ENSG00000164897	TMUB1
ENSG00000164898	FMC1
ENSG00000164902	PHAX
ENSG00000164904	ALDH7A1
ENSG00000164916	FOXK1
ENSG00000164919	COX6C
ENSG00000164920	OSR2
ENSG00000164929	BAALC
ENSG00000164930	FZD6
ENSG00000164932	CTHRC1
ENSG00000164933	SLC25A32
ENSG00000164934	DCAF13
ENSG00000164938	TP53INP1
ENSG00000164941	INTS8
ENSG00000164944	KIAA1429
ENSG00000164951	PDP1
ENSG00000164961	WASHC5
ENSG00000164967	RPP25L
ENSG00000164970	FAM219A
ENSG00000164975	SNAPC3
ENSG00000164976	KIAA1161
ENSG00000164978	NUDT2
ENSG00000164983	TMEM65
ENSG00000164985	PSIP1
ENSG00000164989	CCDC171
ENSG00000165006	UBAP1
ENSG00000165025	SYK
ENSG00000165029	ABCA1
ENSG00000165030	NFIL3
ENSG00000165046	LETM2
ENSG00000165059	PRKACG
ENSG00000165060	FXN
ENSG00000165061	ZMAT4
ENSG00000165071	TMEM71
ENSG00000165072	MAMDC2
ENSG00000165084	C8orf34
ENSG00000165092	ALDH1A1
ENSG00000165097	KDM1B
ENSG00000165105	RASEF
ENSG00000165113	GKAP1
ENSG00000165118	C9orf64
ENSG00000165119	HNRNPK
ENSG00000165138	ANKS6
ENSG00000165140	FBP1
ENSG00000165152	TMEM246
ENSG00000165156	ZHX1
ENSG00000165171	WBSCR27
ENSG00000165181	C9orf84
ENSG00000165185	KIAA1958
ENSG00000165194	PCDH19
ENSG00000165215	CLDN3
ENSG00000165219	GAPVD1
ENSG00000165233	CARD19
ENSG00000165238	WNK2
ENSG00000165240	ATP7A
ENSG00000165244	ZNF367
ENSG00000165259	HDX
ENSG00000165264	NDUFB6
ENSG00000165271	NOL6
ENSG00000165272	AQP3
ENSG00000165275	TRMT10B
ENSG00000165280	VCP
ENSG00000165282	PIGO
ENSG00000165283	STOML2
ENSG00000165288	BRWD3
ENSG00000165300	SLITRK5
ENSG00000165312	OTUD1
ENSG00000165338	HECTD2
ENSG00000165355	FBXO33
ENSG00000165359	INTS6L
ENSG00000165376	CLDN2
ENSG00000165392	WRN
ENSG00000165410	CFL2
ENSG00000165416	SUGT1
ENSG00000165417	GTF2A1
ENSG00000165424	ZCCHC24
ENSG00000165434	PGM2L1
ENSG00000165443	PHYHIPL
ENSG00000165449	SLC16A9
ENSG00000165458	INPPL1
ENSG00000165462	PHOX2A
ENSG00000165474	GJB2
ENSG00000165475	CRYL1
ENSG00000165478	HEPACAM
ENSG00000165480	SKA3
ENSG00000165487	MICU2
